STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-06 23:53,FM-15,FEW:02 2 BKN:07 35 BKN:07 75,3.00,-SN:03 BR:1 |SN:71 |,-2,-18.9,-3,-19.2,-6,-21.1,83,7,020,,24.46,,,30.10,T,29.88,24,-3,11,-20.0,,,,54,0,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-06 23:59,SOD,,,,,,,,,,,,,,,,,,,,24,-3,11,-20.0,,,,54,0,0701,1725,SN:18 FG:01 FZFG:22 BR:13,0.14,3.1,0,24.30,,10.8,23,060,18,060,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 00:53,FM-15,FEW:02 8 OVC:08 33,3.00,-SN:03 BR:1 |SN:71 |,0,-17.8,-1,-18.2,-4,-20.0,83,7,020,,24.47,,,30.11,T,29.89,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 01:53,FM-15,BKN:07 32 OVC:08 75,7.00,-SN:03 |SN:71 |,0,-17.8,-1,-18.2,-4,-20.0,83,6,040,,24.49,3,,30.13,T,29.91,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 02:00,FM-12,26,,,0,-17.8,-1,-18.2,-4,-20.0,83,6,040,,24.54,3,-0.04,30.13,,,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 02:51,FM-16,FEW:02 9 OVC:08 32,3.00,-SN:03 BR:1 |SN:71 |,0,-18.0,-1,-18.2,-4,-20.0,84,6,010,,24.50,,,,,29.93,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 02:53,FM-15,FEW:02 9 OVC:08 32,3.00,-SN:03 BR:1 |SN:71 |,0,-17.8,-1,-18.2,-4,-20.0,83,7,360,,24.50,,,30.16,T,29.93,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 03:53,FM-15,FEW:02 32 BKN:07 180,10.00,,-3,-19.4,-4,-19.8,-7,-21.7,82,0,000,,24.50,,,30.18,T,29.93,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 04:53,FM-15,FEW:02 30 SCT:04 180,10.00,,-4,-20.0,-5,-20.3,-8,-22.2,83,5,030,,24.52,1,,30.22,0.00,29.95,,,,,,,,,,0701,1725,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 05:00,FM-12,26,,,-4,-20.0,-5,-20.3,-8,-22.2,83,5,030,,24.57,1,-0.04,30.22,,,24,-4,10,-21.1,,,,55,0,0701,1725,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 05:53,FM-15,FEW:02 30 FEW:02 180,10.00,,-3,-19.4,-4,-19.8,-7,-21.7,82,5,170,,24.53,,,30.23,0.00,29.96,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 06:53,FM-15,FEW:02 50 FEW:02 150,10.00,,-5,-20.6,-6,-20.9,-9,-22.8,83,5,190,,24.54,,,30.26,0.00,29.97,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 07:53,FM-15,FEW:02 30 FEW:02 200,10.00,,-10,-23.3,-10,-23.6,-14,-25.6,81,0,000,,24.56,3,,30.30,0.00,29.99,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 08:00,FM-12,26,,,-10,-23.3,-10,-23.6,-14,-25.6,81,0,000,,24.60,3,-0.03,30.30,,,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 08:53,FM-15,FEW:02 80 FEW:02 180 SCT:04 220,10.00,,-5,-20.6,-6,-20.9,-9,-22.8,83,7,120,,24.57,,,30.29,0.00,30.00,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 09:53,FM-15,FEW:02 80 FEW:02 180 SCT:04 220,10.00,,2,-16.7,1,-17.2,-3,-19.4,80,7,080,,24.58,,,30.28,0.00,30.02,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 10:53,FM-15,FEW:02 80 SCT:04 220,10.00,,3,-16.1,2,-16.6,-1,-18.3,83,8,100,,24.58,1,,30.29,0.00,30.02,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 11:00,FM-12,74,,,3,-16.1,2,-16.6,-1,-18.3,83,8,100,,24.63,1,-0.03,30.29,,,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 11:53,FM-15,FEW:02 50 SCT:04 220,10.00,,7,-13.9,6,-14.4,3,-16.1,84,11,100,,24.57,,,30.27,0.00,30.01,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 12:53,FM-15,FEW:02 50 SCT:04 120 BKN:07 220,10.00,,11,-11.7,9,-12.5,5,-15.0,77,10,110,,24.57,,,30.23,0.00,30.00,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 13:53,FM-15,SCT:04 80 BKN:07 110 BKN:07 200,10.00,,14,-10.0,12,-11.3,5,-15.0,67,6,080,,24.57,5,,30.24,0.00,30.01,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 14:00,FM-12,74,,,14,-10.0,12,-11.3,5,-15.0,67,6,080,,24.62,5,+0.01,30.24,,,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 14:53,FM-15,BKN:07 90,10.00,,13,-10.6,11,-11.5,7,-13.9,77,7,080,,24.59,,,30.27,0.00,30.03,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 15:53,FM-15,SCT:04 90 BKN:07 220,10.00,,11,-11.7,10,-12.4,6,-14.4,81,10,070,,24.62,,,30.32,0.00,30.06,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 16:53,FM-15,FEW:02 100,10.00,,6,-14.4,5,-15.1,1,-17.2,79,11,070,,24.63,1,,30.37,0.00,30.08,,,,,,,,,,0701,1725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 17:00,FM-12,,,,6,-14.4,5,-15.1,1,-17.2,79,11,070,,24.68,1,-0.06,30.37,,,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 17:53,FM-15,FEW:02 100,10.00,,2,-16.7,1,-17.0,-1,-18.3,88,9,090,,24.65,,,30.39,0.00,30.10,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 18:53,FM-15,FEW:02 100,10.00,,3,-16.1,2,-16.6,-1,-18.3,83,15,160,,24.66,,,30.42,0.00,30.11,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 19:53,FM-15,CLR:00,10.00,,4,-15.6,3,-16.0,0,-17.8,83,14,170,,24.68,2,,30.45,0.00,30.13,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 20:00,FM-12,,,,4,-15.6,3,-16.0,0,-17.8,83,14,170,,24.72,2,-0.04,30.45,,,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 20:53,FM-15,CLR:00,10.00,,2,-16.7,1,-17.3,-4,-20.0,76,14,170,,24.68,,,30.44,0.00,30.14,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 21:53,FM-15,CLR:00,10.00,,1,-17.2,0,-17.8,-5,-20.6,75,13,170,,24.68,,,30.42,0.00,30.14,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 22:53,FM-15,CLR:00,10.00,,11,-11.7,9,-12.9,2,-16.7,67,10,200,,24.68,1,,30.38,0.00,30.14,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 23:00,FM-12,,,,11,-11.7,9,-12.9,2,-16.7,67,10,200,,24.73,1,-0.01,30.38,,,13,-4,4,-27.1,,,,61,0,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 23:53,FM-15,CLR:00,10.00,,6,-14.4,4,-15.3,-1,-18.3,73,0,000,,24.68,,,30.38,0.00,30.14,15,-11,2,-29.1,,,,63,0,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-07 23:59,SOD,,,,,,,,,,,,,,,,,,,,15,-11,2,-29.1,,,,63,0,0700,1726,SN:18 BR:13,T,T,2,24.60,,7.8,22,180,18,180,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 00:53,FM-15,CLR:00,10.00,,2,-16.7,1,-17.2,-3,-19.4,80,3,290,,24.69,,,30.39,0.00,30.15,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 01:53,FM-15,CLR:00,8.00,,-3,-19.4,-3,-19.7,-6,-21.1,86,3,260,,24.69,3,,30.40,0.00,30.15,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 02:00,FM-12,,,,-3,-19.4,-3,-19.7,-6,-21.1,86,3,260,,24.74,3,-0.01,30.40,,,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 02:53,FM-15,CLR:00,9.00,,1,-17.2,0,-17.7,-3,-19.4,83,3,250,,24.69,,,30.39,0.00,30.15,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 03:53,FM-15,CLR:00,10.00,,2,-16.7,1,-17.1,-2,-18.9,83,0,000,,24.69,,,30.39,0.00,30.15,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 04:53,FM-15,CLR:00,9.00,,-3,-19.4,-3,-19.7,-6,-21.1,86,0,000,,24.69,8,,30.43,0.00,30.15,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 05:00,FM-12,,,,-3,-19.4,-3,-19.7,-6,-21.1,86,0,000,,24.74,8,+0.01,30.43,,,15,-5,5,-26.2,,,,60,0,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 05:53,FM-15,CLR:00,9.00,,0,-17.8,-1,-18.2,-4,-20.0,83,5,250,,24.68,,,30.43,0.00,30.14,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 06:53,FM-15,SCT:04 220,9.00,,-3,-19.4,-4,-19.8,-7,-21.7,82,0,000,,24.69,,,30.45,0.00,30.15,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 07:53,FM-15,FEW:02 140 BKN:07 220,10.00,,0,-17.8,-1,-18.5,-7,-21.7,72,9,160,,24.69,3,,30.43,0.00,30.15,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 08:00,FM-12,,,,0,-17.8,-1,-18.5,-7,-21.7,72,9,160,,24.74,3,-0.01,30.43,,,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 08:53,FM-15,FEW:02 140 BKN:07 220,10.00,,10,-12.2,8,-13.4,1,-17.2,67,3,190,,24.70,,,30.40,0.00,30.16,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 09:53,FM-15,FEW:02 140 BKN:07 220,10.00,,21,-6.1,17,-8.5,6,-14.4,52,7,180,,24.68,,,30.35,0.00,30.14,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 10:53,FM-15,FEW:02 140 BKN:07 220,10.00,,25,-3.9,21,-6.1,13,-10.6,60,3,090,,24.68,8,,30.28,0.00,30.13,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 11:00,FM-12,,,,25,-3.9,21,-6.1,13,-10.6,60,3,090,,24.72,8,+0.02,30.28,,,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 11:53,FM-15,BKN:07 220,10.00,,22,-5.6,19,-7.2,13,-10.6,68,7,020,,24.65,,,30.27,0.00,30.10,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 12:53,FM-15,BKN:07 220,10.00,,21,-6.1,18,-7.5,13,-10.6,71,8,030,,24.62,,,30.25,0.00,30.06,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 13:53,FM-15,BKN:07 220,6.00,HZ:7 |FU:05 |HZ:05,19,-7.2,17,-8.3,13,-10.6,77,9,020,,24.59,6,,30.25,0.00,30.03,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 14:00,FM-12,,,||HZ:05,19,-7.2,17,-8.3,13,-10.6,77,9,020,,24.64,6,+0.09,30.25,,,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 14:53,FM-15,BKN:07 220,8.00,,22,-5.6,19,-7.0,14,-10.0,71,7,030,,24.57,,,30.19,0.00,30.00,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 15:53,FM-15,FEW:02 120 BKN:07 220,8.00,,19,-7.2,17,-8.6,11,-11.7,71,8,360,,24.57,,,30.21,0.00,30.01,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 16:53,FM-15,FEW:02 120 FEW:02 220,7.00,,16,-8.9,14,-10.1,8,-13.3,71,6,360,,24.57,6,,30.24,0.00,30.00,,,,,,,,,,0700,1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 17:00,FM-12,,,,16,-8.9,14,-10.1,8,-13.3,71,6,360,,24.61,6,+0.02,30.24,,,,,,,,,,,,0659,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 17:53,FM-15,FEW:02 120 FEW:02 220,8.00,,14,-10.0,12,-11.2,6,-14.4,71,0,000,,24.56,,,30.22,0.00,29.99,,,,,,,,,,0659,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:03017,DENVER INTERNATIONAL AIRPORT CO US,1650.2,39.8328,-104.6575,2019-02-08 18:53,FM-15,FEW:02 220,9.00,,12,-11.1,10,-12.1,5,-15.0,73,7,230,,24.57,,,30.26,0.00,30.01,,,,,,,,,,0659,1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
